"Signal","Type","DataType","Deprecated","Complex","Unit","Min","Max","Desc","Enum","Id"
"Vehicle.Cabin.Seat.Row1.Pos1","branch","","","false","","","","All seats.","","9f570421f00a53f19f3741bd4e53303b"
"Vehicle.Cabin.Seat.Row1.Pos1.HasPassenger","sensor","boolean","","false","","","","Does the seat have a passenger in it.","","83985fb2f68a53f69aafc93fb1c4abaf"
"Vehicle.Cabin.Seat.Row1.Pos1.Occupant","branch","","","false","","","","Occupant data.","","e2303f18abb35b25932e97165858fa2e"
"Vehicle.Cabin.Seat.Row1.Pos1.Occupant.Identifier","branch","","","false","","","","Identifier attributes based on OAuth 2.0.","","473c3f152df7564589d0e09947ae428f"
"Vehicle.Cabin.Seat.Row1.Pos1.Occupant.Identifier.Subject","sensor","string","","false","","","","Subject for the authentification of the occupant. E.g. UserID 7331677","","8df99b3fedff5a219eacf254fb299ffb"
"Vehicle.Cabin.Seat.Row1.Pos1.Occupant.Identifier.Issuer","sensor","string","","false","","","","Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com","","c631b08751b851ec9b12ade8332ba5e6"
"Vehicle.Cabin.Seat.Row1.Pos1.IsBelted","sensor","boolean","","false","","","","Is the belt engaged.","","6bd16a2258d152919db77e9592ac837a"
"Vehicle.Cabin.Seat.Row1.Pos1.Heating","actuator","int8","","false","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","6055f646e52c58959fe7c89e7e5e77df"
"Vehicle.Cabin.Seat.Row1.Pos1.Massage","actuator","uint8","","false","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","0e668142a0855c31845050e3535ff1b3"
"Vehicle.Cabin.Seat.Row1.Pos1.Recline","actuator","int8","","false","degrees","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline.","","154be9f434bd5e40acf6294f30e9c756"
"Vehicle.Cabin.Seat.Row1.Pos1.Position","actuator","uint16","","false","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost.","","78283eb5efee58f8bce8b5fa3760df54"
"Vehicle.Cabin.Seat.Row1.Pos1.Height","actuator","uint16","","false","mm","0","1000","Seat vertical position. 0 = Lowermost. 1000 = Uppermost.","","a28e02777f0652c09282c639b2ab0a63"
"Vehicle.Cabin.Seat.Row1.Pos1.Cushion","branch","","","false","","","","Cushion (leg support) signals.","","744e2e5b42e155e5b7b32ce5ff58ab30"
"Vehicle.Cabin.Seat.Row1.Pos1.Cushion.Height","actuator","uint16","","false","mm","0","500","Height of the seat cushion (leg support), relative to seat. 0 = Lowermost. 500 = Uppermost.","","7fcca1759439553da9ba96f6b8e5ab0c"
"Vehicle.Cabin.Seat.Row1.Pos1.Cushion.Length","actuator","uint16","","false","mm","0","500","Forward length of cushion (leg support), relative to seat. 0 = Rearmost. 500 = Forwardmost.","","2e82eb84c2315844a31c3799917302c8"
"Vehicle.Cabin.Seat.Row1.Pos1.Lumbar","branch","","","false","","","","Lumbar signals","","4339464b5f335361bbb6501c7c535661"
"Vehicle.Cabin.Seat.Row1.Pos1.Lumbar.Inflation","actuator","uint8","","false","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","f9516c169c885f3e888efb60f33df03e"
"Vehicle.Cabin.Seat.Row1.Pos1.Lumbar.Height","actuator","uint8","","false","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","88cd5a9e251f5c1b8fd1fca9eef93652"
"Vehicle.Cabin.Seat.Row1.Pos1.SideBolster","branch","","","false","","","","Side bolster settings","","2de687c7c868555a8abbf3e2898a6468"
"Vehicle.Cabin.Seat.Row1.Pos1.SideBolster.Inflation","actuator","uint8","","false","","0","255","Side bolster support inflation. 0 = Fully deflated. 255 = Fully inflated.","","cec6036c545754a2b98375049abab7c2"
"Vehicle.Cabin.Seat.Row1.Pos1.HeadRestraint","branch","","","false","","","","Head restraint settings","","8dfb0fa68c1459b190ce70bf38e675fe"
"Vehicle.Cabin.Seat.Row1.Pos1.HeadRestraint.Height","actuator","uint8","","false","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Uppermost.","","cf523dc17f9451b08be069c5ea7be059"
"Vehicle.Cabin.Seat.Row1.Pos1.Airbag","branch","","","false","","","","Airbag signals","","51c12c552b745ead85e10392cd42791f"
"Vehicle.Cabin.Seat.Row1.Pos1.Airbag.IsDeployed","sensor","boolean","","false","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","49cc2754a4385ef8bdd8ba4e81ae91f6"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch","branch","","","false","","","","Seat switch signals","","6aeff0a2d48f5f28995f83cc5ada057d"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Warmer","actuator","boolean","","false","","","","Warmer switch for Seat heater (SingleSeat.Heating)","","3b6a1804d0385d29ac094468ef279100"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cooler","actuator","boolean","","false","","","","Cooler switch for Seat heater (SingleSeat.Heating)","","ae775abc1c3d52f9926c1964254eaed0"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Forward","actuator","boolean","","false","","","","Seat forward switch engaged (SingleSeat.Position)","","c958f878a80256b8837437501854ad29"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Backward","actuator","boolean","","false","","","","Seat backward switch engaged (SingleSeat.Position)","","09ac410884135f7db0bc159b56a6ca80"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Up","actuator","boolean","","false","","","","Seat up switch engaged (SingleSeat.Height)","","6fdc2b91da6c5a38ae41465d94e89f9d"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Down","actuator","boolean","","false","","","","Seat down switch engaged (SingleSeat.Height)","","0dbd1b52b69359a58aa80c59932c1579"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint","branch","","","false","","","","Switches for SingleSeat.HeadRestraint.Height","","9411da84bae25d05b0a496d973d3f942"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint.Up","actuator","boolean","","false","","","","Head restraint up switch engaged (SingleSeat.HeadRestraint.Height)","","425d5a4817f754f2b0b650df3ea99949"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint.Down","actuator","boolean","","false","","","","Head restraint down switch engaged (SingleSeat.HeadRestraint.Height)","","a2d03b4aa4ec5f829c666c14d79508d8"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Massage","branch","","","false","","","","Switches for SingleSeat.Massage","","46a23e294875537d9ce222d748dd43ef"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Massage.Increase","actuator","boolean","","false","","","","Increase massage level switch engaged (SingleSeat.Massage)","","3eb37a1d6aa3581d8daa6c32ac631629"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Massage.Decrease","actuator","boolean","","false","","","","Decrease massage level switch engaged (SingleSeat.Massage)","","205d334c99a1527e9e0ad193d14fe146"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Recline","branch","","","false","","","","Switches for SingleSeat.Recline","","9153acbc0eae569b9ec30da267a46b01"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Recline.Backward","actuator","boolean","","false","","","","Seatback recline backward switch engaged (SingleSeat.Recline)","","4852285a3ec05fd3841431a0c425ac1f"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Recline.Forward","actuator","boolean","","false","","","","Seatback recline forward switch engaged (SingleSeat.Recline)","","fabd3e12e63d5a60a23b17dab032752e"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion","branch","","","false","","","","Switches for SingleSeat.Cushion","","75599c7abaf75e3685ee431c73499c21"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion.Up","actuator","boolean","","false","","","","Seat cushion up switch engaged (SingleSeat.Cushion.Height)","","063ead2b6428542197fad4d5e1e6f1a8"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion.Down","actuator","boolean","","false","","","","Seat cushion down switch engaged (SingleSeat.Cushion.Height)","","312e6a5f4849517bb6c074f4c9d72f7b"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion.Forward","actuator","boolean","","false","","","","Seat cushion forward/lengthen switch engaged (SingleSeat.Cushion.Length)","","06ccb05626245b08a420c8f4059b8741"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion.Backward","actuator","boolean","","false","","","","Seat cushion backward/shorten switch engaged (SingleSeat.Cushion.Length)","","7322c0c5290959fd8edf8b50fc69e9a4"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar","branch","","","false","","","","Switches for SingleSeat.Lumbar","","c77197a72ace5fb9901afa191d480fa3"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Up","actuator","boolean","","false","","","","Lumbar up switch engaged (SingleSeat.Lumbar.Height)","","012ff0edf15155339ec6070d6ea1c377"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Down","actuator","boolean","","false","","","","Lumbar down switch engaged (SingleSeat.Lumbar.Height)","","bd4287a0141b5e09bf1c28444ca6768c"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Inflate","actuator","boolean","","false","","","","Lumbar inflation switch engaged (SingleSeat.Lumbar.Inflation)","","9aebda3a28e250d1b820ad2db329b50f"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Deflate","actuator","boolean","","false","","","","Lumbar deflation switch engaged (SingleSeat.Lumbar.Inflation)","","d95e7c7ce3075730a5841cee70912ffa"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.SideBolster","branch","","","false","","","","Switches for SingleSeat.SideBolster","","8ed4d123819f53c3a5aa19482aeacf63"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.SideBolster.Inflate","actuator","boolean","","false","","","","Side bolster inflation switch engaged (SingleSeat.SideBolster.Inflation)","","2d3dc48a7ecf5f2a99b600f221faa770"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.SideBolster.Deflate","actuator","boolean","","false","","","","Side bolster deflation switch engaged (SingleSeat.SideBolster.Inflation)","","056d14d430e65211960602d5ab074824"
"Vehicle.Cabin.Seat.Row1.Pos2","branch","","","false","","","","All seats.","","614cecf6380d5c23989d2c8bf20bd8c3"
"Vehicle.Cabin.Seat.Row1.Pos2.HasPassenger","sensor","boolean","","false","","","","Does the seat have a passenger in it.","","0188a85fd4f15ddcb9b246976bc453c3"
"Vehicle.Cabin.Seat.Row1.Pos2.Occupant","branch","","","false","","","","Occupant data.","","d85baab0f292585b912fd8ba8eae234f"
"Vehicle.Cabin.Seat.Row1.Pos2.Occupant.Identifier","branch","","","false","","","","Identifier attributes based on OAuth 2.0.","","ac22e6c5d43053b383f14c6b712b0698"
"Vehicle.Cabin.Seat.Row1.Pos2.Occupant.Identifier.Subject","sensor","string","","false","","","","Subject for the authentification of the occupant. E.g. UserID 7331677","","f8f67096b9e35197a3e199e9171c4872"
"Vehicle.Cabin.Seat.Row1.Pos2.Occupant.Identifier.Issuer","sensor","string","","false","","","","Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com","","f88bffa4714d57f8b61b1034c57190ff"
"Vehicle.Cabin.Seat.Row1.Pos2.IsBelted","sensor","boolean","","false","","","","Is the belt engaged.","","ee2919e0ffdd5a939a1b86b570c14112"
"Vehicle.Cabin.Seat.Row1.Pos2.Heating","actuator","int8","","false","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","eae672cc71dc5046bf1bdef59b8cd980"
"Vehicle.Cabin.Seat.Row1.Pos2.Massage","actuator","uint8","","false","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","c1935863d503574fb5d20b703974399c"
"Vehicle.Cabin.Seat.Row1.Pos2.Recline","actuator","int8","","false","degrees","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline.","","236d7a25e16954b7b4cba45f44114f93"
"Vehicle.Cabin.Seat.Row1.Pos2.Position","actuator","uint16","","false","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost.","","f14a3e9eaaf35012a8be3782b6a53f55"
"Vehicle.Cabin.Seat.Row1.Pos2.Height","actuator","uint16","","false","mm","0","1000","Seat vertical position. 0 = Lowermost. 1000 = Uppermost.","","fc3b3498a15c5417aadbbce4f758a6d5"
"Vehicle.Cabin.Seat.Row1.Pos2.Cushion","branch","","","false","","","","Cushion (leg support) signals.","","12ec5f0bc43c57059ecc5c4bb65f65b9"
"Vehicle.Cabin.Seat.Row1.Pos2.Cushion.Height","actuator","uint16","","false","mm","0","500","Height of the seat cushion (leg support), relative to seat. 0 = Lowermost. 500 = Uppermost.","","729a4a9cc12f5f0da260406967b48f1f"
"Vehicle.Cabin.Seat.Row1.Pos2.Cushion.Length","actuator","uint16","","false","mm","0","500","Forward length of cushion (leg support), relative to seat. 0 = Rearmost. 500 = Forwardmost.","","7bea75eec2565b7e9e2bb45e83b0e11a"
"Vehicle.Cabin.Seat.Row1.Pos2.Lumbar","branch","","","false","","","","Lumbar signals","","7a482ec0a8c359e28af203e011ea4906"
"Vehicle.Cabin.Seat.Row1.Pos2.Lumbar.Inflation","actuator","uint8","","false","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","bef37560403a5ab2a44d9f5f252c4e3b"
"Vehicle.Cabin.Seat.Row1.Pos2.Lumbar.Height","actuator","uint8","","false","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","b416d0e40df55cbf8055d7f5245993c4"
"Vehicle.Cabin.Seat.Row1.Pos2.SideBolster","branch","","","false","","","","Side bolster settings","","5369d75b449a52dd8f30fe5cfc1e68df"
"Vehicle.Cabin.Seat.Row1.Pos2.SideBolster.Inflation","actuator","uint8","","false","","0","255","Side bolster support inflation. 0 = Fully deflated. 255 = Fully inflated.","","2d17c6afb5b758e8bd3021a6c9211817"
"Vehicle.Cabin.Seat.Row1.Pos2.HeadRestraint","branch","","","false","","","","Head restraint settings","","c9db01df64cc5e258f05c053dfe78b45"
"Vehicle.Cabin.Seat.Row1.Pos2.HeadRestraint.Height","actuator","uint8","","false","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Uppermost.","","54d2ecd1932f507398273dcbfc6e914d"
"Vehicle.Cabin.Seat.Row1.Pos2.Airbag","branch","","","false","","","","Airbag signals","","8150bc56e95453f4be691ee05241fa1a"
"Vehicle.Cabin.Seat.Row1.Pos2.Airbag.IsDeployed","sensor","boolean","","false","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","d65c423837db53ebbfd462ead6c92687"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch","branch","","","false","","","","Seat switch signals","","dd54a1a61c7c5d79a420edb7b1755aa1"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Warmer","actuator","boolean","","false","","","","Warmer switch for Seat heater (SingleSeat.Heating)","","8bd64d992c2e5fd9b41754c46f9e5ee7"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cooler","actuator","boolean","","false","","","","Cooler switch for Seat heater (SingleSeat.Heating)","","1631bc34f24651ef8b6d0952bc6fe149"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Forward","actuator","boolean","","false","","","","Seat forward switch engaged (SingleSeat.Position)","","4bcd6bb369d75c66ab2bb0d3e34fdb93"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backward","actuator","boolean","","false","","","","Seat backward switch engaged (SingleSeat.Position)","","760de3ddab1d5b98a411cd0431ffaf4a"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Up","actuator","boolean","","false","","","","Seat up switch engaged (SingleSeat.Height)","","d1e916470f5f59dea9a8cd003fddcde9"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Down","actuator","boolean","","false","","","","Seat down switch engaged (SingleSeat.Height)","","64339d7dbb775b8bbae32a21d877593d"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint","branch","","","false","","","","Switches for SingleSeat.HeadRestraint.Height","","38d63b12489a51c7b3d67fc4ad6a1398"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint.Up","actuator","boolean","","false","","","","Head restraint up switch engaged (SingleSeat.HeadRestraint.Height)","","7a86ead63d045874ae1c529b15ca4aac"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint.Down","actuator","boolean","","false","","","","Head restraint down switch engaged (SingleSeat.HeadRestraint.Height)","","ffd28515ab8a57ec89ae6f621dc11a31"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Massage","branch","","","false","","","","Switches for SingleSeat.Massage","","82f1b4ee3b9c58998115117f6e8c39a7"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Massage.Increase","actuator","boolean","","false","","","","Increase massage level switch engaged (SingleSeat.Massage)","","f12523c53b4a5166a8a5d532e1c20e54"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Massage.Decrease","actuator","boolean","","false","","","","Decrease massage level switch engaged (SingleSeat.Massage)","","4715e0ba6d8353ceb210ecdc6aa38660"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Recline","branch","","","false","","","","Switches for SingleSeat.Recline","","7c18fe7b9d2b59229fa720942e4d2adf"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Recline.Backward","actuator","boolean","","false","","","","Seatback recline backward switch engaged (SingleSeat.Recline)","","78043316bc4b557ca3e4a3b6747ca8b4"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Recline.Forward","actuator","boolean","","false","","","","Seatback recline forward switch engaged (SingleSeat.Recline)","","ec8cd7718709534ba992d6ec64f99f80"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion","branch","","","false","","","","Switches for SingleSeat.Cushion","","afd7711874855750badc9d138ea55741"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion.Up","actuator","boolean","","false","","","","Seat cushion up switch engaged (SingleSeat.Cushion.Height)","","5d8c7386f77f532390b126f61f63df3c"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion.Down","actuator","boolean","","false","","","","Seat cushion down switch engaged (SingleSeat.Cushion.Height)","","03ae5745c0af5c448281fd87344bbf5c"
